,r,c,sp,sidx,idx_strs,pargpa,parval1_a,a
890,54,31,44,"(54, 31, 44)",r:54_c:31_sp:44,p_inst:0,1.0,1.0
891,34,54,44,"(34, 54, 44)",r:34_c:54_sp:44,p_inst:0,1.0,1.0
892,55,37,44,"(55, 37, 44)",r:55_c:37_sp:44,p_inst:0,1.0,1.0
893,77,52,44,"(77, 52, 44)",r:77_c:52_sp:44,p_inst:0,1.0,1.0
894,35,37,44,"(35, 37, 44)",r:35_c:37_sp:44,p_inst:0,1.0,1.0
895,71,31,44,"(71, 31, 44)",r:71_c:31_sp:44,p_inst:0,1.0,1.0
896,73,59,44,"(73, 59, 44)",r:73_c:59_sp:44,p_inst:0,1.0,1.0
897,54,41,44,"(54, 41, 44)",r:54_c:41_sp:44,p_inst:0,1.0,1.0
898,68,55,44,"(68, 55, 44)",r:68_c:55_sp:44,p_inst:0,1.0,1.0
899,59,40,44,"(59, 40, 44)",r:59_c:40_sp:44,p_inst:0,1.0,1.0
900,72,58,45,"(72, 58, 45)",r:72_c:58_sp:45,p_inst:0,1.0,1.0
901,70,32,45,"(70, 32, 45)",r:70_c:32_sp:45,p_inst:0,1.0,1.0
902,41,36,45,"(41, 36, 45)",r:41_c:36_sp:45,p_inst:0,1.0,1.0
903,84,42,45,"(84, 42, 45)",r:84_c:42_sp:45,p_inst:0,1.0,1.0
904,76,61,45,"(76, 61, 45)",r:76_c:61_sp:45,p_inst:0,1.0,1.0
905,72,45,45,"(72, 45, 45)",r:72_c:45_sp:45,p_inst:0,1.0,1.0
906,37,35,45,"(37, 35, 45)",r:37_c:35_sp:45,p_inst:0,1.0,1.0
907,34,60,45,"(34, 60, 45)",r:34_c:60_sp:45,p_inst:0,1.0,1.0
908,66,39,45,"(66, 39, 45)",r:66_c:39_sp:45,p_inst:0,1.0,1.0
909,58,52,45,"(58, 52, 45)",r:58_c:52_sp:45,p_inst:0,1.0,1.0
910,54,31,45,"(54, 31, 45)",r:54_c:31_sp:45,p_inst:0,1.0,1.0
911,34,54,45,"(34, 54, 45)",r:34_c:54_sp:45,p_inst:0,1.0,1.0
912,55,37,45,"(55, 37, 45)",r:55_c:37_sp:45,p_inst:0,1.0,1.0
913,77,52,45,"(77, 52, 45)",r:77_c:52_sp:45,p_inst:0,1.0,1.0
914,35,37,45,"(35, 37, 45)",r:35_c:37_sp:45,p_inst:0,1.0,1.0
915,71,31,45,"(71, 31, 45)",r:71_c:31_sp:45,p_inst:0,1.0,1.0
916,73,59,45,"(73, 59, 45)",r:73_c:59_sp:45,p_inst:0,1.0,1.0
917,54,41,45,"(54, 41, 45)",r:54_c:41_sp:45,p_inst:0,1.0,1.0
918,68,55,45,"(68, 55, 45)",r:68_c:55_sp:45,p_inst:0,1.0,1.0
919,59,40,45,"(59, 40, 45)",r:59_c:40_sp:45,p_inst:0,1.0,1.0
920,72,58,46,"(72, 58, 46)",r:72_c:58_sp:46,p_inst:0,1.0,1.0
921,70,32,46,"(70, 32, 46)",r:70_c:32_sp:46,p_inst:0,1.0,1.0
922,41,36,46,"(41, 36, 46)",r:41_c:36_sp:46,p_inst:0,1.0,1.0
923,84,42,46,"(84, 42, 46)",r:84_c:42_sp:46,p_inst:0,1.0,1.0
924,76,61,46,"(76, 61, 46)",r:76_c:61_sp:46,p_inst:0,1.0,1.0
925,72,45,46,"(72, 45, 46)",r:72_c:45_sp:46,p_inst:0,1.0,1.0
926,37,35,46,"(37, 35, 46)",r:37_c:35_sp:46,p_inst:0,1.0,1.0
927,34,60,46,"(34, 60, 46)",r:34_c:60_sp:46,p_inst:0,1.0,1.0
928,66,39,46,"(66, 39, 46)",r:66_c:39_sp:46,p_inst:0,1.0,1.0
929,58,52,46,"(58, 52, 46)",r:58_c:52_sp:46,p_inst:0,1.0,1.0
930,54,31,46,"(54, 31, 46)",r:54_c:31_sp:46,p_inst:0,1.0,1.0
931,34,54,46,"(34, 54, 46)",r:34_c:54_sp:46,p_inst:0,1.0,1.0
932,55,37,46,"(55, 37, 46)",r:55_c:37_sp:46,p_inst:0,1.0,1.0
933,77,52,46,"(77, 52, 46)",r:77_c:52_sp:46,p_inst:0,1.0,1.0
934,35,37,46,"(35, 37, 46)",r:35_c:37_sp:46,p_inst:0,1.0,1.0
935,71,31,46,"(71, 31, 46)",r:71_c:31_sp:46,p_inst:0,1.0,1.0
936,73,59,46,"(73, 59, 46)",r:73_c:59_sp:46,p_inst:0,1.0,1.0
937,54,41,46,"(54, 41, 46)",r:54_c:41_sp:46,p_inst:0,1.0,1.0
938,68,55,46,"(68, 55, 46)",r:68_c:55_sp:46,p_inst:0,1.0,1.0
939,59,40,46,"(59, 40, 46)",r:59_c:40_sp:46,p_inst:0,1.0,1.0
940,72,58,47,"(72, 58, 47)",r:72_c:58_sp:47,p_inst:0,1.0,1.0
941,70,32,47,"(70, 32, 47)",r:70_c:32_sp:47,p_inst:0,1.0,1.0
942,41,36,47,"(41, 36, 47)",r:41_c:36_sp:47,p_inst:0,1.0,1.0
943,84,42,47,"(84, 42, 47)",r:84_c:42_sp:47,p_inst:0,1.0,1.0
944,76,61,47,"(76, 61, 47)",r:76_c:61_sp:47,p_inst:0,1.0,1.0
945,72,45,47,"(72, 45, 47)",r:72_c:45_sp:47,p_inst:0,1.0,1.0
946,37,35,47,"(37, 35, 47)",r:37_c:35_sp:47,p_inst:0,1.0,1.0
947,34,60,47,"(34, 60, 47)",r:34_c:60_sp:47,p_inst:0,1.0,1.0
948,66,39,47,"(66, 39, 47)",r:66_c:39_sp:47,p_inst:0,1.0,1.0
949,58,52,47,"(58, 52, 47)",r:58_c:52_sp:47,p_inst:0,1.0,1.0
950,54,31,47,"(54, 31, 47)",r:54_c:31_sp:47,p_inst:0,1.0,1.0
951,34,54,47,"(34, 54, 47)",r:34_c:54_sp:47,p_inst:0,1.0,1.0
952,55,37,47,"(55, 37, 47)",r:55_c:37_sp:47,p_inst:0,1.0,1.0
953,77,52,47,"(77, 52, 47)",r:77_c:52_sp:47,p_inst:0,1.0,1.0
954,35,37,47,"(35, 37, 47)",r:35_c:37_sp:47,p_inst:0,1.0,1.0
955,71,31,47,"(71, 31, 47)",r:71_c:31_sp:47,p_inst:0,1.0,1.0
956,73,59,47,"(73, 59, 47)",r:73_c:59_sp:47,p_inst:0,1.0,1.0
957,54,41,47,"(54, 41, 47)",r:54_c:41_sp:47,p_inst:0,1.0,1.0
958,68,55,47,"(68, 55, 47)",r:68_c:55_sp:47,p_inst:0,1.0,1.0
959,59,40,47,"(59, 40, 47)",r:59_c:40_sp:47,p_inst:0,1.0,1.0
960,72,58,48,"(72, 58, 48)",r:72_c:58_sp:48,p_inst:0,1.0,1.0
961,70,32,48,"(70, 32, 48)",r:70_c:32_sp:48,p_inst:0,1.0,1.0
962,41,36,48,"(41, 36, 48)",r:41_c:36_sp:48,p_inst:0,1.0,1.0
963,84,42,48,"(84, 42, 48)",r:84_c:42_sp:48,p_inst:0,1.0,1.0
964,76,61,48,"(76, 61, 48)",r:76_c:61_sp:48,p_inst:0,1.0,1.0
965,72,45,48,"(72, 45, 48)",r:72_c:45_sp:48,p_inst:0,1.0,1.0
966,37,35,48,"(37, 35, 48)",r:37_c:35_sp:48,p_inst:0,1.0,1.0
967,34,60,48,"(34, 60, 48)",r:34_c:60_sp:48,p_inst:0,1.0,1.0
968,66,39,48,"(66, 39, 48)",r:66_c:39_sp:48,p_inst:0,1.0,1.0
969,58,52,48,"(58, 52, 48)",r:58_c:52_sp:48,p_inst:0,1.0,1.0
970,54,31,48,"(54, 31, 48)",r:54_c:31_sp:48,p_inst:0,1.0,1.0
971,34,54,48,"(34, 54, 48)",r:34_c:54_sp:48,p_inst:0,1.0,1.0
972,55,37,48,"(55, 37, 48)",r:55_c:37_sp:48,p_inst:0,1.0,1.0
973,77,52,48,"(77, 52, 48)",r:77_c:52_sp:48,p_inst:0,1.0,1.0
974,35,37,48,"(35, 37, 48)",r:35_c:37_sp:48,p_inst:0,1.0,1.0
975,71,31,48,"(71, 31, 48)",r:71_c:31_sp:48,p_inst:0,1.0,1.0
976,73,59,48,"(73, 59, 48)",r:73_c:59_sp:48,p_inst:0,1.0,1.0
977,54,41,48,"(54, 41, 48)",r:54_c:41_sp:48,p_inst:0,1.0,1.0
978,68,55,48,"(68, 55, 48)",r:68_c:55_sp:48,p_inst:0,1.0,1.0
979,59,40,48,"(59, 40, 48)",r:59_c:40_sp:48,p_inst:0,1.0,1.0
980,72,58,49,"(72, 58, 49)",r:72_c:58_sp:49,p_inst:0,1.0,1.0
981,70,32,49,"(70, 32, 49)",r:70_c:32_sp:49,p_inst:0,1.0,1.0
982,41,36,49,"(41, 36, 49)",r:41_c:36_sp:49,p_inst:0,1.0,1.0
983,84,42,49,"(84, 42, 49)",r:84_c:42_sp:49,p_inst:0,1.0,1.0
984,76,61,49,"(76, 61, 49)",r:76_c:61_sp:49,p_inst:0,1.0,1.0
985,72,45,49,"(72, 45, 49)",r:72_c:45_sp:49,p_inst:0,1.0,1.0
986,37,35,49,"(37, 35, 49)",r:37_c:35_sp:49,p_inst:0,1.0,1.0
987,34,60,49,"(34, 60, 49)",r:34_c:60_sp:49,p_inst:0,1.0,1.0
988,66,39,49,"(66, 39, 49)",r:66_c:39_sp:49,p_inst:0,1.0,1.0
989,58,52,49,"(58, 52, 49)",r:58_c:52_sp:49,p_inst:0,1.0,1.0
990,54,31,49,"(54, 31, 49)",r:54_c:31_sp:49,p_inst:0,1.0,1.0
991,34,54,49,"(34, 54, 49)",r:34_c:54_sp:49,p_inst:0,1.0,1.0
992,55,37,49,"(55, 37, 49)",r:55_c:37_sp:49,p_inst:0,1.0,1.0
993,77,52,49,"(77, 52, 49)",r:77_c:52_sp:49,p_inst:0,1.0,1.0
994,35,37,49,"(35, 37, 49)",r:35_c:37_sp:49,p_inst:0,1.0,1.0
995,71,31,49,"(71, 31, 49)",r:71_c:31_sp:49,p_inst:0,1.0,1.0
996,73,59,49,"(73, 59, 49)",r:73_c:59_sp:49,p_inst:0,1.0,1.0
997,54,41,49,"(54, 41, 49)",r:54_c:41_sp:49,p_inst:0,1.0,1.0
998,68,55,49,"(68, 55, 49)",r:68_c:55_sp:49,p_inst:0,1.0,1.0
999,59,40,49,"(59, 40, 49)",r:59_c:40_sp:49,p_inst:0,1.0,1.0
1000,72,58,50,"(72, 58, 50)",r:72_c:58_sp:50,p_inst:0,1.0,1.0
1001,70,32,50,"(70, 32, 50)",r:70_c:32_sp:50,p_inst:0,1.0,1.0
1002,41,36,50,"(41, 36, 50)",r:41_c:36_sp:50,p_inst:0,1.0,1.0
1003,84,42,50,"(84, 42, 50)",r:84_c:42_sp:50,p_inst:0,1.0,1.0
1004,76,61,50,"(76, 61, 50)",r:76_c:61_sp:50,p_inst:0,1.0,1.0
1005,72,45,50,"(72, 45, 50)",r:72_c:45_sp:50,p_inst:0,1.0,1.0
1006,37,35,50,"(37, 35, 50)",r:37_c:35_sp:50,p_inst:0,1.0,1.0
1007,34,60,50,"(34, 60, 50)",r:34_c:60_sp:50,p_inst:0,1.0,1.0
1008,66,39,50,"(66, 39, 50)",r:66_c:39_sp:50,p_inst:0,1.0,1.0
1009,58,52,50,"(58, 52, 50)",r:58_c:52_sp:50,p_inst:0,1.0,1.0
1010,54,31,50,"(54, 31, 50)",r:54_c:31_sp:50,p_inst:0,1.0,1.0
1011,34,54,50,"(34, 54, 50)",r:34_c:54_sp:50,p_inst:0,1.0,1.0
1012,55,37,50,"(55, 37, 50)",r:55_c:37_sp:50,p_inst:0,1.0,1.0
1013,77,52,50,"(77, 52, 50)",r:77_c:52_sp:50,p_inst:0,1.0,1.0
1014,35,37,50,"(35, 37, 50)",r:35_c:37_sp:50,p_inst:0,1.0,1.0
1015,71,31,50,"(71, 31, 50)",r:71_c:31_sp:50,p_inst:0,1.0,1.0
1016,73,59,50,"(73, 59, 50)",r:73_c:59_sp:50,p_inst:0,1.0,1.0
1017,54,41,50,"(54, 41, 50)",r:54_c:41_sp:50,p_inst:0,1.0,1.0
1018,68,55,50,"(68, 55, 50)",r:68_c:55_sp:50,p_inst:0,1.0,1.0
1019,59,40,50,"(59, 40, 50)",r:59_c:40_sp:50,p_inst:0,1.0,1.0
1020,72,58,51,"(72, 58, 51)",r:72_c:58_sp:51,p_inst:0,1.0,1.0
1021,70,32,51,"(70, 32, 51)",r:70_c:32_sp:51,p_inst:0,1.0,1.0
1022,41,36,51,"(41, 36, 51)",r:41_c:36_sp:51,p_inst:0,1.0,1.0
1023,84,42,51,"(84, 42, 51)",r:84_c:42_sp:51,p_inst:0,1.0,1.0
1024,76,61,51,"(76, 61, 51)",r:76_c:61_sp:51,p_inst:0,1.0,1.0
1025,72,45,51,"(72, 45, 51)",r:72_c:45_sp:51,p_inst:0,1.0,1.0
1026,37,35,51,"(37, 35, 51)",r:37_c:35_sp:51,p_inst:0,1.0,1.0
1027,34,60,51,"(34, 60, 51)",r:34_c:60_sp:51,p_inst:0,1.0,1.0
1028,66,39,51,"(66, 39, 51)",r:66_c:39_sp:51,p_inst:0,1.0,1.0
1029,58,52,51,"(58, 52, 51)",r:58_c:52_sp:51,p_inst:0,1.0,1.0
1030,54,31,51,"(54, 31, 51)",r:54_c:31_sp:51,p_inst:0,1.0,1.0
1031,34,54,51,"(34, 54, 51)",r:34_c:54_sp:51,p_inst:0,1.0,1.0
1032,55,37,51,"(55, 37, 51)",r:55_c:37_sp:51,p_inst:0,1.0,1.0
1033,77,52,51,"(77, 52, 51)",r:77_c:52_sp:51,p_inst:0,1.0,1.0
1034,35,37,51,"(35, 37, 51)",r:35_c:37_sp:51,p_inst:0,1.0,1.0
1035,71,31,51,"(71, 31, 51)",r:71_c:31_sp:51,p_inst:0,1.0,1.0
1036,73,59,51,"(73, 59, 51)",r:73_c:59_sp:51,p_inst:0,1.0,1.0
1037,54,41,51,"(54, 41, 51)",r:54_c:41_sp:51,p_inst:0,1.0,1.0
1038,68,55,51,"(68, 55, 51)",r:68_c:55_sp:51,p_inst:0,1.0,1.0
1039,59,40,51,"(59, 40, 51)",r:59_c:40_sp:51,p_inst:0,1.0,1.0
